LON,LAT,resource_type,org_name,address,contact_1,contact_2,phone,email,optional_1
-84.7581091,38.0477522,County Conservation District Office,Woodford County Conservation District Office,180 Beasley Road Versailles 40383,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Woodford County.pdf,6,859-873-4941,859-873-9504,http://www.woodfordcd.org/
-84.88992,38.119313,Kentucky State University Resource,Kentucky State University Research and Demonstration Farm,"1525 Mills Lane, Frankfort, KY 40601",,,(502) 597-5035,,https://kysu.edu/academics/cafsss/facilities/
-88.621661,36.7252333,NRCS Office,"Area Support, Wetlands Reserve Program & Engineering Technical Support ","1000 Commonwealth Drive, Mayfield, Ky 42066",,,(270) 247-9525,,
-87.5485736,36.8706562,NRCS Office,Area Technical Support ,"3237 Eagle Way Bypass, Hopkinsville, Ky 42240",,,(270) 885-5066,,
-86.460415,37.7631095,NRCS Office,Area Technical Support ,"1101 S Highway 261, Hardinsburg, Ky 40143",,,(270) 756-5263,,
-87.8998796,37.1124014,NRCS Office,Area Technical Support ,"501 Park Way Drive, Princeton, Ky 42445",,,(270) 365-6530,,
-87.5566973,37.8259438,NRCS Office,Area Technical Support ,"2606 Zion Road, Henderson, Ky 42420",,,"
(270) 826-3450",,
-83.7422839,38.4130194,NRCS Office,Area Technical Support ,"74 Byron Way, Flemingsburg, Ky 41041",,,(606) 845-4841,,
-82.8167778,37.8314074,NRCS Office,Area Technical Support ,"100 Scott Perry Drive, Paintsville, Ky 41240-9005",,,(606) 789-5263,,
-84.6364123,37.091968,NRCS Office,Area Technical Support ,"45 Eagle Creek Drive, Somerset, Ky 42503",,,(606) 678-4842,,
-83.4351603,38.178922,NRCS Office,Area Technical Support ,"224 W 1St Street, Morehead, Ky 40351-1504",,,(606) 784-5375,,
-86.4163424,36.9553131,NRCS Office,Engineering Technical  Support,"925 Lovers Lane, Bowling Green, Ky 42103-7129",,,(270) 843-1111,,
-84.8201719,38.2161027,NRCS Office,Engineering Technical Support ,"103 Lakeview Court, Frankfort, Ky 40601-8749",,,(502) 695-5203,,
-85.8398655,37.6643716,NRCS Office,Engineering Technical Support ,"250 Sportsman Lake Road, Elizabethtown, Ky 42701",,,(270) 765-2702,,
-84.2136347,37.9936822,NRCS Office,Engineering Technical Support ,"1700 Bypass Road, Winchester, Ky 40391",,,(859) 744-3110,,
-87.4890643,37.3553825,NRCS Office,Engineering Technical Support ,"1095 National Mine Road, Madisonville, Ky 42431",,,"(270) 821-4430, (270) 825-2414",,
-83.8800199,36.8707016,NRCS Office,Engineering Technical Support ,"34 Spring Ave, Barbourville, Ky 40906-1343",,,(606) 546-3373,,
-84.2698945,37.759646,NRCS Office,Service Center,"1024 Ival James Blvd, Richmond, Ky 40475",,,(859) 624-1981 ext 3,,
-85.4366412,37.8273271,NRCS Office,Technical Support  ,"2001 Buchannan Ave, Bardstown, Ky 40004-9766",,,,,
-83.808723,38.6196049,NRCS Office,Technical Support For Soils,"1925 Old Main St, Maysville, Ky 41056-8984",,,(606) 759-5763,,
-88.621661,36.7252333,NRCS Office,Technical Support For Soils,"1000 Commonwealth Drive, Mayfield, Ky 42066",,,(270) 247-9525,,
-87.066568,37.753636,NRCS Office,Technical Support For Soils,"3100 Alvey Park Drive West, Owensboro, Ky 42303",,,(270) 685-1707,,
-85.3009084,37.1136651,Shared Equipment,Adair County Conservation District,"965 Campbellsville Rd, Columbia, KY, 42728",Steven Olt,Field Representative,(270) 384-6628,steven.olt@ky.gov,No-Till Seed Drill
-86.2092329,36.7430173,Shared Equipment,Allen County Soil Conservation District ,"77 Woodland Circle Drive, Scottsville, KY 42164",Susan Mcpherson ,,(270) 237-3180,susan.mcpherson@ky.usda.gov,"Sprayer, Manure Spreader, Post Driver, No-Till Drill"
-84.9041271,38.0780022,Shared Equipment,Anderson County Farm Bureau,"1245 Ninevah Road, Lawrenceburg, KY 40342",Tommy Yankey,,(502) 839-7271,tyankey@uky.edu,"No Till Seed Drill, Lime Spreader"
-88.8881352,37.082819,Shared Equipment,Ballard County Soil Conservation District ,"1156 Kentucky Ave, Kevil, KY 42053",NRCS,,(270) 462-8561,,No-Till Drill
-85.9311333,37.0103709,Shared Equipment,Barren County Conservation District,"207 Ymca Way, Glasgow, KY, 42141",District Office,Office Staff,(270) 629-6811,barrenconservation@gmail.com,Hay Wrapper
-85.9311333,37.0103709,Shared Equipment,Barren County Soil Conservation District ,"207 YMCA Way, Glasgow, KY 42141",Lindsie Kinslow,,(270) 629-6811,,No-Till Drill
-83.6949176,36.76203,Shared Equipment,Bell County Cooperative Extension ,"101 Courthouse Sq, Pineville, KY 40977",Stacy J. White,,(606) 337-2376,sjwhite@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Lime Spreader, Vegetable Transplanter, No-Till Drill, Honey Extraction Equipment, Tillers, Sprayer, Broadcast Seeder"
-84.7010576,39.0197746,Shared Equipment,Boone County Conservation District Office,"6028 Camp Ernst Road, Burlington, KY 41005",Megan Clere,Administrative Secretary,(859) 586-7903 ext. 3,meganclere@bccdky.org,"Sprayer, Native Grass Drill, Tree Planter"
-84.2344598,38.2225279,Shared Equipment,Bourbon County Soil Conservation District ,"603 Millersburg Rd, Paris, KY 40324",Ray Tackett,,(859) 987-1895,atackett@uky.edu,Electric Honey Extractor
-84.0441818,38.6717577,Shared Equipment,Bracken County Agriculture Advancement Council,"1120 Brooksville-Germantown Rd, Brooksville, KY 41004",David Appelman,Extension Agent,(606) 735-2141,dappelma@uky.edu,Lime Spreader
-84.0682546,38.6815963,Shared Equipment,Bracken County Conservation District,"218 Frankfort Street, PO Box 35, Brooksville, KY 41004",Pam Williams,Field Representative,(606) 735-3256,pam.williams@ky.gov,In-line Bale Wrapper
-86.4615516,37.7621643,Shared Equipment,Breckinridge County Cooperative Extension ,"US-60 & KY-261, Hardinsburg, KY 40143","Hobdy, Dye, Reed",,(270) 756-2555,,"Sprayer, No-Till Drill"
-86.6849989,37.2278291,Shared Equipment,Butler County Soil Conservation District ,"216 W Ohio St C, Morgantown, KY 42261",,,(270) 526-3784,,No-Till Drill
-87.8998918,37.112155,Shared Equipment,Caldwell County Soil Conservation District ,"503 Parkway Drive, Princeton, KY 42445",Mike Clayton,,(270) 366-6530,,"No-Till Drill, Crimper "
-88.3517367,36.6039745,Shared Equipment,Calloway County Soil Conservation District ,"88 Robertson Rd S., Murray, KY 42071",Cindy Cossey,,(270) 767-0491,cindy@callowayconservation.com,No-Till Drill
-85.1572089,38.6852316,Shared Equipment,Carroll  County Conservation District,"1802 Highland Avenue, Carrollton, KY 41008",Crystal Willis,District Administrative Secretary,(502) 732-6098 ext. 4,crystal.willis@ky.nacdnet.net,"No-Till Seed Drill, Weed Wiper"
-85.1289333,38.661459,Shared Equipment,Carroll County Soil Conservation District ,"500 Floyd Drive, Carrollton, KY 41008",Christin Herbst,,(502) 732-7030,christin.herbst@uky.edu,"Soil Probe, Compaction Probe"
-82.9365849,38.3306122,Shared Equipment,Carter County Soil Conservation District,"526 E. Main Street, Grayson, KY 41143",Melodie Bush,Administrative Secretary,(606) 474-5184,melodie.bush@ky.nacdnet.net,"No-Till Seed Drill, Lime Spreader"
-82.9365849,38.3306122,Shared Equipment,Carter County Soil Conservation District ,"526 E. Main Street, Grayson, KY 41143",Carter County Conservation District,,(606) 474-5184,melodie.bush@ky.nacdnet.net,"Sprayer, Lime Spreader, No-Till Drill"
-84.1839117,38.0130263,Shared Equipment,Clark County Soil Conservation District,"667 Tech Drive, Winchest, KY 40391",Angela Embry,Administrative Secretary,(859)-744-2322,angela.embry@ky.nacdnet.net,No-Till Seed Drill
-84.1839117,38.0130263,Shared Equipment,Clark County Soil Conservation District ,"667 Tech Dr, Winchester, KY 40391",Angie Embry,,(859) 745-2828 ext.3,,No-Till Drill
-85.1299267,36.6825268,Shared Equipment,Clinton County Soil Conservation District ,"801 Tennessee Rd, Albany, KY 42602",,,(606) 387-5196,,"Lime Spreader, Post Driver, No-Till Drill"
-88.0801604,37.3326682,Shared Equipment,Crittenden County FFA Alumni,"118 E. Bellville St, Marion, KY 42064",Dee Heimgartner,,(270) 965-5236,deanna.brasher@uky.edu,"No-Till Drill, Honey Extraction Equipment"
-85.3686741,36.7850455,Shared Equipment,Cumberland County Soil Conservation District ,"329 Keen Street, Burkesville, KY 42717",Wanda Gilbert,,(270) 864-2206,wanda.gilbert@gmail.com,"Sprayer, Lime Spreader, No-Till Drill"
-83.9955872,37.6996412,Shared Equipment,Estill County Conservation District,"1505 Richmond Rd, Irvine, Kentucky 40336",Crystal Renfro,Office Staff,(606) 723-5104,ECCD@outlook.com,No-Till Seed Drill
-84.5331542,38.0699976,Shared Equipment,Fayette County Conservation District Office,"141 Leestown Center, Suite 210 Lexington 40511",Heather Silvanik,,(859) 254-5806,heather.silvanik@ky.nacdnet.net,"No-Till Seed Drill, Lime Spreader"
-82.7650143,37.7138714,Shared Equipment,Floyd County Cooperative Extension ,"3490 KY-321, Prestonburg, KY 41653",Keith Hackworth & Andrea Johnson (kitchen) ,,(606) 886-2668,khackwor@uky.edu and andrea.johnson2@uky.edu,Honey Extraction Equipment
-84.8186283,38.216193,Shared Equipment,Franklin County Conservation District,"103 Lakeview Court, Frankfort, KY 40601ﾠ",Eric Phillips,Conservation Technician,(502) 352-2701,ephillipsfccd@hotmail.com,"No-Till Seed Drill, Weed Wiper/Sprayer"
-88.621661,36.7252333,Shared Equipment,Graves County Conservation District,"1000 Commonwealth Dr, Mayfield, KY 42066",Erica Marshall,Administrative Secretary,(270) 247-9529,Erica.marshall@ky.nacdnet.net,No-Till Seed Drill
-84.2963788,38.3807539,Shared Equipment,Harrison County Cooperative Extension ,"668 New Lair Rd, Cynthiana, KY 41031",Evonne Blackburn,,(859) 234-5510,eblackbu@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Sprayer, Lime Spreader, Vegetable Transplanter, Chain Harrow, No-Till Drill, Honey Extraction Equipment"
-84.2963788,38.3807539,Shared Equipment,Harrison County Cooperative Extension ,"668 New Lair Road, Cynthiana, KY 41031",Evonne Blackburn,,(859) 234-5510,evonne.blackburn@uky.edu,"Plastic Layer, Plastic Lifter, Water Wheel Setter"
-87.5077601,37.3446983,Shared Equipment,Hopkins County Farm Bureau,"585 Nebo Rd, Madisonville, KY 42431",Curtis Dame,Extension Agent,(270) 821-3650,curtis.dame@uky.edu,Sprayer
-83.9993703,37.3146914,Shared Equipment,Jackson County Cattlemen's Association,"2883 Highway 30 W, Annville, KY 40402",David Coffey,Extension Agent,(606) 287-7693,david.coffey@uky.edu,"Weed Wiper, Sprayer, Lime Spreader"
-84.0012956,37.4303062,Shared Equipment,Jackson County Jackson County Cattlemen's Association,"1408 Main Street South, McKee, KY 40447",David Coffey,,(606) 287-7693,david.coffey@uky.edu,"Sprayer, Lime Spreader, Chain Harrow, No-Till Drill, Wagon"
-84.5661473,37.8633665,Shared Equipment,Jessamine County Cooperative Extension ,"95 Park Drive, Nicholasville, KY 40356",Jessica Lawrence,,(859) 8854811,jlawrence@uky.edu,"Bed Shaper, Plastic Layer, Plastic Lifter, Plastic Roller, Sprayer"
-83.8800199,36.8707016,Shared Equipment,Knox County Conservation District Office,34 Spring Avenue Barbourville 40906,Donna Roark,District Operations Manager,(606) 546-3373 ext. 101,donna.roark@ky.nacdnet.net,"No-Till Drill, Lime Spreader, Manure Spreader, Pasture Sprayer"
-85.7461948,37.5733556,Shared Equipment,La Rue County Conservation District,"306 West Main Street, Hodgenville, KY 42748",Paula McDowell-Wood,Office Staff,(270) 358-3132,larueccd@hotmail.com,No-Till Seed Drill
-85.7461948,37.5733556,Shared Equipment,Larue County Soil Conservation District ,"306 West Main Street, Hodgenville, KY 42748",Paula Wood,,(270) 358-3132,,No-Till Drill
-84.0794505,37.1196606,Shared Equipment,Laurel County Cattlemen's Association,"200 County Extension Rd, London, KY 40741",Glenn Williams,Extension Agent,(606) 864-4167,dl_ces_laurel@email.uky.edu,Manure Spreader
-83.7009406,37.5818123,Shared Equipment,Lee County Soil Conservation District ,"32 Big Hill Drive, Beattyville, KY 41311",Lee County Conservation district,,(606) 565-8480,,"Lime Spreader, Chain Harrow, No-Till Drill"
-84.6742343,37.5495905,Shared Equipment,Lincoln County Farm Bureau,"233 Doe Run Rd, Stanford, KY 40484",,,(606) 365-2447,,"Sprayer, Lime Spreader, Manure Spreader, Chain Harrow, Post Driver, No-Till Drill, Broadcast Seeder"
-88.3971012,37.154656,Shared Equipment,Livingston County Cooperative Extension ,"803 US-60, Smithland, KY 42081",Adam Barnes,,(270) 928-2168,adam.barnes1@uky.edu,Honey Extraction Equipment
-86.8991433,36.8443041,Shared Equipment,Logan County Conservation District,"253 Hopkinsville Rd # C, Russellville, KY 42276",Leann Martin,Extension Agent,(270) 726-6323,leann.martin@uky.edu,"No-Till Seed Drill, Vegetable Transplanter"
-88.0869797,37.0886342,Shared Equipment,Lyon County Conservation District Office,650 Trade Avenue Eddyville 42038,Carolyn Fralick,District Administrator,(270) 388-7653,usgovernment819@bellsouth.net,No-Till Seed Drill
-88.7067907,37.0708455,Shared Equipment,McCracken County Conservation District Office,"5470 US Highway 60 W, Suite B, Paducah 42001",Amanda Tilford,Administrative Secretary,(270) 554-5242,mccd@vci.net,No Till Seed Drill
-84.2739742,37.7011838,Shared Equipment,Madison County Farm Bureau,"230 Duncannon Lane, Richmond, KY 40476-0270",Brandon Sears,Extension Agent,(859) 623-4072,brandon.sears@uky.edu,"No-Till Seed Drill, Manure Spreader"
-85.2628032,37.5544024,Shared Equipment,Marion County Conservation District,"682 Metts Drive, Lebanon, KY 40033",Natalie Browning,Administrative Secretary,(270) 692-3341,natalie.browning@ky.nacdnet.net,"Sprayer, Lime Spreader, Thistle Sprayer"
-85.2627771,37.554364,Shared Equipment,Marion County Soil Conservation District ,"682 Metts Drive, Lebanon, KY 40033",Natalie Browning ,,(270) 692-2431,,"Sprayer, Lime Spreader, No-Till Drill, Aerator"
-88.3537955,36.8644171,Shared Equipment,Marshall County Soil Conservation District ,"107 W 5th St, Benton, KY 42025, Benton, KY 42025",Vicki Boatright,Office Administrator,(270) 527-2606,mccd@bellsouth.net,No Till Seed Drill 
-82.5287316,37.865025,Shared Equipment,Martin County Cooperative Extension ,"1338 Main Street, Inez, KY 41224",Roger Mollette,,(606) 298-7742,rmollett@uky.edu,"Bed Shaper, Plastic Layer, Honey Extraction Equipment"
-83.6513099,37.9556026,Shared Equipment,Menifee County Conservation District,"2093 Highway 460 W, Frenchburg, KY 40322",April Smith,Office Staff,(606) 768-2541,april.smith@ky.nacdnet.net,No-Till Seed Drill
-84.6046649,38.2108892,Shared Equipment,Menifee County Soil Conservation District ,"2093 Highway 460 W, Frenchburg, KY 40322",April Smith,,(606) 768-2541,,"Bed Shaper, Plastic Layer, Lime Spreader, No-Till Drill"
-84.8502879,37.7759757,Shared Equipment,Mercer County Conservation District,"227 Morris Drive, Harrodsburg, KY 40330",Linda Lake,Administrative Secretary,(859) 734-6889,linda.lake2@ky.nacdnet.net,No-Till Seed Drill
-85.6068251,36.9753005,Shared Equipment,Metcalfe County Conservation District,"100 Scott Drive, Edmonton, KY 42129",Peggy Bridges,Office Staff,(270) 432-3191,metcocd@gmail.com,"No-Till Seed Drill, Plastic Layer"
-85.6869749,36.7098238,Shared Equipment,Monroe County Conservation District,"201 West Paige Street, Thompkinsville, KY 42167",Jarad Bartley,Conservation Technician,(270) 487-6589,Jarad.bartley@ky.nacdnet.net,"No-Till Seed Drill, Thistle Sprayer"
-85.6889424,36.7100353,Shared Equipment,Monroe County Soil Conservation District ,"201 West Paige Street, Tompkinsville, KY 42167",Jarad Bartley,,(270) 487-6528,jarad.bartley@ky.nacdnet.net,"Sprayer, No-Till Drill"
-87.1823879,37.2183408,Shared Equipment,Muhlenberg County Conservation District Office,"340 Dean Road, Suite 3 Greenville 42345",Emily Knight,Administrative Clerk,(270) 641-3002,emily.knight@ky.nacdnet.net,"Lime Spreader, No-Till Drill"
-84.026119,38.3115686,Shared Equipment,Nicholas County Conservation District,"368 East Main Street, Carlisle, KY 40311",Erica Brierly,Administrative Secretary,(859) 289-5165,nicholasconservation@hotmail.com,"No-Till Seed Drill, Chain Harrow"
-83.6756734,37.4767583,Shared Equipment,Owsley County Soil Conservation District ,"Jockey Street, Booneville, KY 41314",Sandy Gay,,(606) 593-7505,,"Bed Shaper, Plastic Layer, Lime Spreader, Vegetable Transplanter, Chain Harrow, No-Till Drill"
-84.3202926,38.6552253,Shared Equipment,Pendleton County Beef Cattle Association,"45 David Pribble Dr, Falmouth, KY 41040",Lindie Huffman,Extension Agent,(859) 654-3395,lindie.huffman@uky.edu,Lime Spreader
-84.6535718,37.1022041,Shared Equipment,Pulaski County Conservation District,"28 Parkway Drive, Somerset, KY 42503",Beth Wilson,Extension Agent,(606) 679-6361,beth.wilson@uky.edu,"No-Till Seed Drill, Roller Crimper, Post Driver, Sprayer"
-85.3416416,38.0317805,Shared Equipment,Spencer County Soil Conservation District ,"410 Railroad St, Taylorsville, KY 40071",Doloras Richardson,,(502) 477-1157,,No-Till Drill
-85.3524973,37.3276762,Shared Equipment,Taylor County Conservation District,"1105 S. Columbia Avenue Suite B, Campbellsville, KY 42718",Linda Russell,Administrative Secretary,(270) 465-4651,Linda.russell@ky.nacdnet.net,No-Till Seed Drill
-87.7943776,36.8690547,Shared Equipment,Trigg County Soil Conservation District ,"193 Commerce Street, Cadiz, KY 42211",Trigg County Conservation District,,(270) 522-3304,,No-Till Drill
-86.259011,36.901737,Shared Equipment,Warren County Cattle Producers Association,"1238 Claypool Alvaton Road, Bowling Green, KY 42103",Shane Wahl,Director,(270) 779-6078,dl_ces_warren@email.uky.ed,"Chain Harrow, Sprayer"
-85.2242075,37.700355,Shared Equipment,Washington County Conservation District,"461 Lincoln Drive, Springfield, KY 40069",Dana Shewmaker,Administrative Secretary,(859) 336-7777,Dana.shewmaker@ky.nacdnet.net,"Lime Spreader, Sprayer"
-85.2226901,37.6834908,Shared Equipment,Washington County Farm Bureau,"100 E Depot St, Springfield, KY 40069",Jeremy Hardin,Agency Manager,(859) 336-9472,[none],Manure Spreader
-83.5456925,37.7346387,Shared Equipment,Wolfe County Soil Conservation District ,"Main Street, Campton, KY 41301",Kevin Hileman,,(606) 668-3111,,"Lime Spreader, Manure Spreader, Chain Harrow, No-Till Drill, Aerator"
-84.7581091,38.0477522,Shared Equipment,Woodford County Conservation District,"180 Beasley Road, Versailles, KY 40383",Jimmy Chambers,Administrative Secretary,(859) 873-4941,woodfordcd@gmail.com,No-Till Drill
-84.5340316,37.9776483,University of Kentucky Resource,Horticulture Research Farm (UKHRF),"4321 Emmert Farm Lane, Lexington, KY  40514",,,(859) 948-3614,,https://research.ca.uky.edu/content/SouthFarm
-87.8588905,37.097932,University of Kentucky Resource,Research and Education Center at Princeton (UKREC),"348 University Drive, Princeton, KY 42445",,,(270) 365-7541,,https://wkrec.ca.uky.edu/
-83.3496353,37.5330605,University of Kentucky Resource,Robinson Center for Appalachian Resource Sustainability (RCARS),"176 Robinson Road, Jackson, KY 41339",,,(606) 666-2438,robinson.center@uky.edu,https://rcars.ca.uky.edu/
